Name,URL,Description,Language,Stars,Archived
wonderwhy-er/DesktopCommanderMCP,https://github.com/wonderwhy-er/DesktopCommanderMCP,"This is MCP server for Claude that gives it terminal control, file system search and diff file editing capabilities",JavaScript,4233,False
nelvko/clash-for-linux-install,https://github.com/nelvko/clash-for-linux-install,😼 优雅地使用基于 clash/mihomo 的代理环境,Shell,3510,False
drizzle-team/drizzle-orm,https://github.com/drizzle-team/drizzle-orm,"Headless TypeScript ORM with a head. Runs on Node, Bun and Deno. Lives on the Edge and yes, it's a JavaScript ORM too 😅",TypeScript,29777,False
graphql-hive/graphql-yoga,https://github.com/graphql-hive/graphql-yoga,"🧘 Rewrite of a fully-featured GraphQL Server with focus on easy setup, performance & great developer experience.  The core of Yoga implements WHATWG Fetch API and can run/deploy on any JS environment.",TypeScript,8411,False
TEN-framework/ten-framework,https://github.com/TEN-framework/ten-framework, Open-source framework for conversational voice AI agents.,C,7160,False
computerhistory/AlexNet-Source-Code,https://github.com/computerhistory/AlexNet-Source-Code,This package contains the original 2012 AlexNet code.,Cuda,2692,False
justinmayer/virtualfish,https://github.com/justinmayer/virtualfish,Fish shell tool for managing Python virtual environments,Shell,1092,False
microsoft/data-formulator,https://github.com/microsoft/data-formulator,🪄 Create rich visualizations with AI ,TypeScript,13138,False
SakanaAI/AI-Scientist,https://github.com/SakanaAI/AI-Scientist,The AI Scientist: Towards Fully Automated Open-Ended Scientific Discovery 🧑‍🔬,Jupyter Notebook,11382,False
Physical-Intelligence/openpi,https://github.com/Physical-Intelligence/openpi,,Python,4330,False
jimmywarting/StreamSaver.js,https://github.com/jimmywarting/StreamSaver.js,StreamSaver writes stream to the filesystem directly asynchronous,JavaScript,4238,False
kylechui/nvim-surround,https://github.com/kylechui/nvim-surround,Add/change/delete surrounding delimiter pairs with ease. Written with :heart: in Lua.,Lua,3871,False
tpope/vim-surround,https://github.com/tpope/vim-surround,surround.vim: Delete/change/add parentheses/quotes/XML-tags/much more with ease,Vim Script,13860,False
shadcn-ui/ui,https://github.com/shadcn-ui/ui,"A set of beautifully-designed, accessible components and a code distribution platform. Works with your favorite frameworks. Open Source. Open Code.",TypeScript,93122,False
glanceapp/glance,https://github.com/glanceapp/glance,A self-hosted dashboard that puts all your feeds in one place,Go,27126,False
PKM-er/obsidian-zotlit,https://github.com/PKM-er/obsidian-zotlit,"A third-party project that aims to facilitate the integration between Obsidian.md and Zotero, by providing a set of community plugins for both Obsidian and Zotero.",TypeScript,797,False
OpenPrinting/system-config-printer,https://github.com/OpenPrinting/system-config-printer,Graphical user interface for CUPS administration,Python,191,False
humenglover/yuemu,https://github.com/humenglover/yuemu,悦木是一个面向学习和生活分享的图片社区平台，致力于为用户提供一个安全、友好的图片分享环境。,Vue,108,False
graphif/project-graph,https://github.com/graphif/project-graph,"🔥 Draw fast, think efficiently. | A simple tool for drawing graphs.",TypeScript,2493,False
AnswerDotAI/nbdev,https://github.com/AnswerDotAI/nbdev,Create delightful software with Jupyter Notebooks,Jupyter Notebook,5164,False
microsoft/qlib,https://github.com/microsoft/qlib,"Qlib is an AI-oriented Quant investment platform that aims to use AI tech to empower Quant Research, from exploring ideas to implementing productions. Qlib supports diverse ML modeling paradigms, including supervised learning, market dynamics modeling, and RL, and is now equipped with https://github.com/microsoft/RD-Agent to automate R&D process.",Python,28427,False
TheRobotStudio/SO-ARM100,https://github.com/TheRobotStudio/SO-ARM100,Standard Open Arm 100,N/A,2914,False
huggingface/lerobot,https://github.com/huggingface/lerobot,🤗 LeRobot: Making AI for Robotics more accessible with end-to-end learning,Python,16679,False
xpipe-io/xpipe,https://github.com/xpipe-io/xpipe,Access your entire server infrastructure from your local desktop,Java,11459,False
microsoft/RD-Agent,https://github.com/microsoft/RD-Agent,"Research and development (R&D) is crucial for the enhancement of industrial productivity, especially in the AI era, where the core aspects of R&D are mainly focused on data and models. We are committed to automating these high-value generic R&D processes through R&D-Agent, which lets AI drive data-driven AI. 🔗https://aka.ms/RD-Agent-Tech-Report",Python,7048,False
johnbean393/Sidekick,https://github.com/johnbean393/Sidekick,"A native macOS app that allows users to chat with a local LLM that can respond with information from files, folders and websites on your Mac without installing any other software. Powered by llama.cpp.",Swift,3043,False
AgentOps-AI/agentops,https://github.com/AgentOps-AI/agentops,"Python SDK for AI agent monitoring, LLM cost tracking, benchmarking, and more. Integrates with most LLMs and agent frameworks including CrewAI, Agno, OpenAI Agents SDK, Langchain, Autogen, AG2, and CamelAI",Python,4788,False
78/xiaozhi-esp32,https://github.com/78/xiaozhi-esp32,An MCP-based chatbot | 一个基于MCP的聊天机器人,C++,17736,False
ROCm/hip,https://github.com/ROCm/hip,HIP: C++ Heterogeneous-Compute Interface for Portability,C++,4153,False
ROCm/ROCm,https://github.com/ROCm/ROCm,AMD ROCm™ Software - GitHub Home,Shell,5564,False
astral-sh/uv,https://github.com/astral-sh/uv,"An extremely fast Python package and project manager, written in Rust.",Rust,65101,False
marimo-team/marimo,https://github.com/marimo-team/marimo,"A reactive notebook for Python — run reproducible experiments, query with SQL, execute as a script, deploy as an app, and version with git. All in a modern, AI-native editor.",Python,15411,False
mozilla/sccache,https://github.com/mozilla/sccache,"Sccache is a ccache-like tool. It is used as a compiler wrapper and avoids compilation when possible. Sccache has the capability to utilize caching in remote storage environments, including various cloud storage options, or alternatively, in local storage.",Rust,6523,False
itsjunetime/tdf,https://github.com/itsjunetime/tdf,A tui-based PDF viewer,Rust,1259,False
CodePhiliaX/Chat2DB,https://github.com/CodePhiliaX/Chat2DB,"🔥🔥🔥AI-driven database tool and SQL client, The hottest GUI client, supporting MySQL, Oracle, PostgreSQL, DB2, SQL Server, DB2, SQLite, H2, ClickHouse, and more.",Java,23992,False
deskflow/deskflow,https://github.com/deskflow/deskflow,Share a single keyboard and mouse between multiple computers.,C++,19619,False
n8n-io/n8n,https://github.com/n8n-io/n8n,"Fair-code workflow automation platform with native AI capabilities. Combine visual building with custom code, self-host or cloud, 400+ integrations.",TypeScript,130556,False
clockworklabs/SpacetimeDB,https://github.com/clockworklabs/SpacetimeDB,Multiplayer at the speed of light,Rust,17307,False
virattt/ai-hedge-fund,https://github.com/virattt/ai-hedge-fund,An AI Hedge Fund Team,Python,39371,False
amir20/dozzle,https://github.com/amir20/dozzle,"Realtime log viewer for containers.  Supports Docker, Swarm and K8s. ",Go,9322,False
webview/webview,https://github.com/webview/webview,Tiny cross-platform webview library for C/C++. Uses WebKit (GTK/Cocoa) and Edge WebView2 (Windows).,C++,13281,False
mfontanini/presenterm,https://github.com/mfontanini/presenterm,A markdown terminal slideshow tool,Rust,6716,False
ionic-team/ionic-framework,https://github.com/ionic-team/ionic-framework,"A powerful cross-platform UI toolkit for building native-quality iOS, Android, and Progressive Web Apps with HTML, CSS, and JavaScript.",TypeScript,51987,False
microsoft/playwright,https://github.com/microsoft/playwright,"Playwright is a framework for Web Testing and Automation. It allows testing Chromium, Firefox and WebKit with a single API. ",TypeScript,76075,False
browser-use/browser-use,https://github.com/browser-use/browser-use,🌐 Make websites accessible for AI agents. Automate tasks online with ease.,Python,67868,False
openrewrite/rewrite,https://github.com/openrewrite/rewrite,Automated mass refactoring of source code.,Java,2910,False
phodal/shire,https://github.com/phodal/shire,"Empower Your Dev Ecosystem with AI Agents, Automate with Your AI Copilot, Elevate Your Code.",Kotlin,257,False
weaviate/weaviate,https://github.com/weaviate/weaviate,"Weaviate is an open-source vector database that stores both objects and vectors, allowing for the combination of vector search with structured filtering with the fault tolerance and scalability of a cloud-native database​.",Go,14229,False
blinkospace/blinko,https://github.com/blinkospace/blinko,"An open-source, self-hosted personal AI note tool prioritizing privacy, built using TypeScript .",TypeScript,5615,False
yqylh/hw_2024_cpp,https://github.com/yqylh/hw_2024_cpp,华为软件精英挑战赛 2024 年年旅游嘎嘎开心代码,C++,57,False
agent-network-protocol/AgentNetworkProtocol,https://github.com/agent-network-protocol/AgentNetworkProtocol,"AgentNetworkProtocol(ANP) is an open source protocol for agent communication. Our vision is to define how agents connect with each other, building an open, secure, and efficient collaboration network for billions of intelligent agents.",HTML,971,False
21st-dev/magic-mcp,https://github.com/21st-dev/magic-mcp,It's like v0 but in your Cursor/WindSurf/Cline. 21st dev Magic MCP server for working with your frontend like Magic,TypeScript,3370,False
serafimcloud/21st,https://github.com/serafimcloud/21st,"npm for design engineers: largest marketplace of shadcn/ui-based React Tailwind components, blocks and hooks",TypeScript,4759,False
jgthms/bulma,https://github.com/jgthms/bulma,Modern CSS framework based on Flexbox,CSS,49895,False
Semantic-Org/Semantic-UI,https://github.com/Semantic-Org/Semantic-UI,Semantic is a UI component framework based around useful principles from natural language.,JavaScript,51190,False
solidjs/solid,https://github.com/solidjs/solid,"A declarative, efficient, and flexible JavaScript library for building user interfaces.",TypeScript,34070,False
sveltejs/svelte,https://github.com/sveltejs/svelte,web development for the rest of us,JavaScript,83779,False
lucidrains/titans-pytorch,https://github.com/lucidrains/titans-pytorch,"Unofficial implementation of Titans, SOTA memory for transformers, in Pytorch",Python,1435,False
modelcontextprotocol/servers,https://github.com/modelcontextprotocol/servers,Model Context Protocol Servers,TypeScript,64723,False
lastmile-ai/mcp-agent,https://github.com/lastmile-ai/mcp-agent,Build effective agents using Model Context Protocol and simple workflow patterns,Python,7035,False
deepset-ai/haystack,https://github.com/deepset-ai/haystack,"AI orchestration framework to build customizable, production-ready LLM applications. Connect components (models, vector DBs, file converters) to pipelines or agents that can interact with your data. With advanced retrieval methods, it's best suited for building RAG, question answering, semantic search or conversational agent chatbots.",Python,21905,False
dzhng/deep-research,https://github.com/dzhng/deep-research,"An AI-powered research assistant that performs iterative, deep research on any topic by combining search engines, web scraping, and large language models.  The goal of this repo is to provide the simplest implementation of a deep research agent - e.g. an agent that can refine its research direction overtime and deep dive into a topic.",TypeScript,17461,False
Open-LLM-VTuber/Open-LLM-VTuber,https://github.com/Open-LLM-VTuber/Open-LLM-VTuber,"Talk to any LLM with hands-free voice interaction, voice interruption, and Live2D taking face running locally across platforms",Python,4222,False
Chleba/netscanner,https://github.com/Chleba/netscanner,Terminal Network scanner & diagnostic tool with modern TUI,Rust,1297,False
neurocyte/flow,https://github.com/neurocyte/flow,Flow Control: a programmer's text editor,Zig,1065,False
texstudio-org/texstudio,https://github.com/texstudio-org/texstudio,TeXstudio is a fully featured LaTeX editor. Our goal is to make writing LaTeX documents as easy and comfortable as possible.,C++,3166,False
SirVer/ultisnips,https://github.com/SirVer/ultisnips,UltiSnips - The ultimate snippet solution for Vim. Send pull requests to SirVer/ultisnips!,Python,7630,False
FoundationAgents/OpenManus,https://github.com/FoundationAgents/OpenManus,"No fortress, purely open ground.  OpenManus is Coming.",Python,49045,False
traefik/traefik,https://github.com/traefik/traefik,The Cloud Native Application Proxy,Go,56111,False
envoyproxy/envoy,https://github.com/envoyproxy/envoy,Cloud-native high-performance edge/middle/service proxy,C++,26424,False
kajweb/dict,https://github.com/kajweb/dict,英语字典 英语词库 字典词库 四级单词 六级单词 考研单词 雅思 托福 SAT GMAT TOEFL GRE,Python,2602,False
